id,price
0,6420250.096385542
1,6420250.096385542
2,2283333.3333333335
3,6420250.096385542
4,6420250.096385542
5,6420250.096385542
6,6420250.096385542
7,6420250.096385542
8,6420250.096385542
9,6420250.096385542
10,6420250.096385542
11,6420250.096385542
12,6420250.096385542
13,6420250.096385542
14,6420250.096385542
15,6420250.096385542
16,6420250.096385542
17,6420250.096385542
18,6420250.096385542
19,6420250.096385542
20,6420250.096385542
21,6420250.096385542
22,6420250.096385542
23,6420250.096385542
24,6420250.096385542
25,6420250.096385542
26,6420250.096385542
27,6420250.096385542
28,6420250.096385542
29,6420250.096385542
30,1214870.7428571428
31,1214870.7428571428
32,700000.0
33,700000.0
34,1064128.5714285714
35,1064128.5714285714
36,1214870.7428571428
37,1214870.7428571428
38,1214870.7428571428
39,1214870.7428571428
40,1975000.0
41,700000.0
42,1214870.7428571428
43,1214870.7428571428
44,3750000.0
45,289083.25
46,701057.5
47,701057.5
48,701057.5
49,700000.0
50,1214870.7428571428
51,1214870.7428571428
52,1214870.7428571428
53,1214870.7428571428
54,1214870.7428571428
55,1214870.7428571428
56,1214870.7428571428
57,1214870.7428571428
58,1214870.7428571428
59,1214870.7428571428
60,1214870.7428571428
61,606258.25
62,1214870.7428571428
63,701057.5
64,399125.0
65,1214870.7428571428
66,1214870.7428571428
67,289083.25
68,1214870.7428571428
69,1214870.7428571428
70,1214870.7428571428
71,807083.3333333334
72,807083.3333333334
73,1214870.7428571428
74,606258.25
75,701057.5
76,807083.3333333334
77,399125.0
78,807083.3333333334
79,1070000.0
80,1070000.0
81,1214870.7428571428
82,4450833.333333333
83,414966.6666666667
84,807083.3333333334
85,807083.3333333334
86,1214870.7428571428
87,1214870.7428571428
88,1214870.7428571428
89,1214870.7428571428
90,1214870.7428571428
91,1214870.7428571428
92,1214870.7428571428
93,1214870.7428571428
94,1214870.7428571428
95,807083.3333333334
96,1214870.7428571428
97,1214870.7428571428
98,399125.0
99,1214870.7428571428
100,1214870.7428571428
101,1214870.7428571428
102,1214870.7428571428
103,1214870.7428571428
104,1214870.7428571428
105,289083.25
106,289083.25
107,1214870.7428571428
108,1214870.7428571428
109,1214870.7428571428
110,1214870.7428571428
111,807083.3333333334
112,807083.3333333334
113,1214870.7428571428
114,1214870.7428571428
115,1214870.7428571428
116,1214870.7428571428
117,1214870.7428571428
118,1214870.7428571428
119,1214870.7428571428
120,1214870.7428571428
121,1214870.7428571428
122,840900.0
123,1214870.7428571428
124,1214870.7428571428
125,1214870.7428571428
126,1214870.7428571428
127,1064128.5714285714
128,1064128.5714285714
129,399125.0
130,399125.0
131,807083.3333333334
132,807083.3333333334
133,289083.25
134,606258.25
135,606258.25
136,289083.25
137,1214870.7428571428
138,1064128.5714285714
139,1214870.7428571428
140,1214870.7428571428
141,399125.0
142,701057.5
143,1214870.7428571428
144,1064128.5714285714
145,1064128.5714285714
146,1064128.5714285714
147,1214870.7428571428
148,701057.5
149,606258.25
150,1932500.0
