id,price
0,6277788.490215144
1,6277788.490215144
2,2671020.6567507
3,6277788.490215144
4,6277788.490215144
5,6277788.490215144
6,6277788.490215144
7,6277788.490215144
8,6277788.490215144
9,6277788.490215144
10,6277788.490215144
11,6277788.490215144
12,6277788.490215144
13,6277788.490215144
14,6277788.490215144
15,6277788.490215144
16,6277788.490215144
17,6277788.490215144
18,6277788.490215144
19,6277788.490215144
20,6277788.490215144
21,6277788.490215144
22,6277788.490215144
23,6277788.490215144
24,6277788.490215144
25,6277788.490215144
26,6277788.490215144
27,6277788.490215144
28,6277788.490215144
29,6277788.490215144
30,1229468.1186764902
31,1229468.1186764902
32,596405.1467099567
33,596405.1467099567
34,913811.3748917748
35,913811.3748917748
36,1229468.1186764902
37,1229468.1186764902
38,1229468.1186764902
39,1229468.1186764902
40,2030333.521142966
41,7280254.249090909
42,1229468.1186764902
43,1229468.1186764902
44,2687660.946068966
45,356463.1413333334
46,663449.1662481963
47,663449.1662481963
48,663449.1662481963
49,596405.1467099567
50,1229468.1186764902
51,1229468.1186764902
52,1229468.1186764902
53,1229468.1186764902
54,1229468.1186764902
55,1229468.1186764902
56,1229468.1186764902
57,1229468.1186764902
58,1229468.1186764902
59,1229468.1186764902
60,1229468.1186764902
61,520588.20404761896
62,1229468.1186764902
63,663449.1662481963
64,592172.0
65,1229468.1186764902
66,1229468.1186764902
67,356463.1413333334
68,1229468.1186764902
69,1229468.1186764902
70,1229468.1186764902
71,900139.0287490287
72,900139.0287490287
73,1229468.1186764902
74,520588.20404761896
75,663449.1662481963
76,900139.0287490287
77,592172.0
78,900139.0287490287
79,1380098.9090909094
80,1380098.9090909094
81,1229468.1186764902
82,4465553.601587301
83,509683.06666666665
84,900139.0287490287
85,900139.0287490287
86,1229468.1186764902
87,1229468.1186764902
88,1229468.1186764902
89,1229468.1186764902
90,1229468.1186764902
91,1229468.1186764902
92,1229468.1186764902
93,1229468.1186764902
94,1229468.1186764902
95,900139.0287490287
96,1229468.1186764902
97,1229468.1186764902
98,592172.0
99,1229468.1186764902
100,1229468.1186764902
101,1229468.1186764902
102,1229468.1186764902
103,1229468.1186764902
104,1229468.1186764902
105,356463.1413333334
106,356463.1413333334
107,1229468.1186764902
108,1229468.1186764902
109,1229468.1186764902
110,1229468.1186764902
111,900139.0287490287
112,900139.0287490287
113,1229468.1186764902
114,1229468.1186764902
115,1229468.1186764902
116,1229468.1186764902
117,1229468.1186764902
118,1229468.1186764902
119,1229468.1186764902
120,1229468.1186764902
121,1229468.1186764902
122,778559.6165079366
123,1229468.1186764902
124,1229468.1186764902
125,1229468.1186764902
126,1229468.1186764902
127,913811.3748917748
128,913811.3748917748
129,592172.0
130,592172.0
131,900139.0287490287
132,900139.0287490287
133,356463.1413333334
134,520588.20404761896
135,520588.20404761896
136,356463.1413333334
137,1229468.1186764902
138,913811.3748917748
139,1229468.1186764902
140,1229468.1186764902
141,592172.0
142,663449.1662481963
143,1229468.1186764902
144,913811.3748917748
145,913811.3748917748
146,913811.3748917748
147,1229468.1186764902
148,663449.1662481963
149,520588.20404761896
150,2038402.857142857
151,2038402.857142857
152,4570019.797619048
153,2038402.857142857
154,2038402.857142857
155,4570019.797619048
156,3550787.8499278505
157,3550787.8499278505
158,3550787.8499278505
159,3550787.8499278505
160,3550787.8499278505
161,3550787.8499278505
162,3550787.8499278505
163,4240623.80952381
164,2247503.3486943166
165,5182993.333333334
166,5182993.333333334
167,4240623.80952381
168,2247503.3486943166
169,5182993.333333334
170,33620642.13564214
171,33620642.13564214
172,33620642.13564214
173,33620642.13564214
174,33620642.13564214
175,33620642.13564214
176,33620642.13564214
177,48969000.0
178,96604945.33333331
179,237430922.00000003
180,96604945.33333331
181,237430922.00000003
182,96604945.33333331
183,96604945.33333331
184,96604945.33333331
185,96604945.33333331
186,23504727.012987014
187,23504727.012987014
188,23504727.012987014
189,23504727.012987014
190,68242165.53090909
191,23504727.012987014
192,23504727.012987014
193,23504727.012987014
194,23504727.012987014
195,2420780.0
196,2420780.0
197,1458886.33
198,2420780.0
199,2420780.0
200,1458886.33
201,1458886.33
202,2420780.0
203,2151061.8105369057
204,100203703.17460318
205,192153360.0
206,100203703.17460318
207,100203703.17460318
208,192153360.0
209,6785220.0
210,100203703.17460318
211,11752142.64
212,11364480.0
213,1778209.5238095238
214,2290559.096392496
215,2606900.0
216,2290559.096392496
217,2290559.096392496
218,2290559.096392496
219,2290559.096392496
220,2290559.096392496
221,2290559.096392496
222,11283800.0
223,11283800.0
224,18634231.746031746
225,18634231.746031746
226,11283800.0
227,11283800.0
228,18634231.746031746
229,18634231.746031746
230,11283800.0
231,40646288.71527121
232,40646288.71527121
233,28043200.0
234,40646288.71527121
235,40646288.71527121
236,23578800.0
237,40646288.71527121
238,28043200.0
239,40646288.71527121
240,2688100.0
241,3052932.602097999
242,3052932.602097999
243,2688100.0
244,1947507.6780952383
245,2688100.0
246,2688100.0
247,2688100.0
248,2688100.0
249,1947507.6780952383
250,2130024.0
251,8559975.079365078
252,8559975.079365078
253,8559975.079365078
254,3299726.8571428573
255,8559975.079365078
256,2130024.0
257,8559975.079365078
258,8559975.079365078
259,8559975.079365078
260,294534616.06349206
261,1051339870.1298703
262,1051339870.1298703
263,1051339870.1298703
264,294534616.06349206
265,189232859.264026
266,1051339870.1298703
267,294534616.06349206
268,294534616.06349206
269,189232859.264026
270,561459.2733821735
271,1069503.111111111
272,561459.2733821735
273,561459.2733821735
274,1069503.111111111
275,1069503.111111111
276,561459.2733821735
277,561459.2733821735
278,5614440.167592157
279,561459.2733821735
280,561459.2733821735
281,2097225.3333333335
282,2257037.7733333334
283,2257037.7733333334
284,2097225.3333333335
285,2644304.507936508
286,2097225.3333333335
287,11441600.0
288,2644304.507936508
289,3309527.777777778
290,11441600.0
291,2644304.507936508
292,1198970.8985458985
293,1198970.8985458985
294,1898158.0643137253
295,1198970.8985458985
296,1198970.8985458985
297,1198970.8985458985
298,1198970.8985458985
299,1198970.8985458985
300,1198970.8985458985
301,1898158.0643137253
302,1198970.8985458985
303,1198970.8985458985
304,689552688.2299923
305,689552688.2299923
306,689552688.2299923
307,689552688.2299923
308,689552688.2299923
309,689552688.2299923
310,689552688.2299923
311,689552688.2299923
312,689552688.2299923
313,689552688.2299923
314,689552688.2299923
315,689552688.2299923
316,850735102.4442943
317,850735102.4442943
318,571538529.5718788
319,850735102.4442943
320,850735102.4442943
321,850735102.4442943
322,850735102.4442943
323,850735102.4442943
324,630660203.4632035
325,850735102.4442943
326,850735102.4442943
327,850735102.4442943
328,48979462.594930924
329,48521444.86666667
330,104425214.28571428
331,47422378.2
332,30039575.39047619
333,48979462.594930924
334,47422378.2
335,30039575.39047619
336,104425214.28571428
337,30039575.39047619
338,104425214.28571428
339,30039575.39047619
340,556500.9214565826
341,708376.6666666665
342,2256786.6666666665
343,556500.9214565826
344,615821.6533333333
345,556500.9214565826
346,708376.6666666665
347,615821.6533333333
348,615821.6533333333
349,615821.6533333333
350,798260.0
351,556500.9214565826
352,828880.0000000001
353,19086904.100577198
354,26314618.75989011
355,19086904.100577198
356,26314618.75989011
357,19086904.100577198
358,19086904.100577198
359,19086904.100577198
360,19086904.100577198
361,19086904.100577198
362,19086904.100577198
363,19086904.100577198
364,19086904.100577198
365,19086904.100577198
366,21964666.666666664
367,21732269.73710905
368,22027750.0
369,21732269.73710905
370,21732269.73710905
371,50156677.777777776
372,21732269.73710905
373,21732269.73710905
374,22082564.0
375,50156677.777777776
376,50156677.777777776
377,21732269.73710905
378,21732269.73710905
379,21669340.78057143
380,15270377.564553093
381,21669340.78057143
